uri,title,event_date,sentiment,categories,loc_country,loc_continent,article_count,total_article_count,summary,nytimes,indiatimes,washingtonpost,usatoday,chinadaily
eng-4507557,Get Started on Your 2019 Reading List With All These New Sci-Fi and Fantasy Books,2019-01-01,0.1843137254901961,"news/Arts and Entertainment, dmoz/Society/History, dmoz/Society/History/By Time Period, dmoz/Society/Issues",-,-,5,5,"It's 2019! If one of your New Year's resolutions is to ""read more sci-fi and fantasy,"" we've got all kinds of great suggestions to get you started. And if that isn't on your list of ways to self-improve, you just might get inspired to add it after seeing all the new books that January has to offer.  The author's latest installment in her Phillip K. Dick Award-nominated Jurisdiction Series is set in the lawless ""Gonebeyond Space,"" where one determined fleet inquisitor finds himself in a fight agai",1,0,0,0,0
eng-4509356,"Edgar Hilsenrath, 92, Writer of Unvarnished Holocaust Novels, Dies",2019-01-01,-0.01960784313725494,"news/Arts and Entertainment, dmoz/Society/Religion and Spirituality/Judaism, dmoz/Society/Politics/Fascism",Germany,Europe,12,12,"Edgar Hilsenrath, a German-Jewish survivor of Nazi persecution who unsentimentally stoked the embers of the Holocaust with brutally satirical autobiographical novels, died on Sunday in Wittlich, Germany. He was 92.  His death was announced by his French publisher, Le Tripode.  Mr. Hilsenrath finished his first novel, ""Night,"" after emigrating to New York in 1951 as a refugee from war-torn Europe. (He lived in New Yorkuntil 1975.) Published in English in 1964, the novel was inspired by his dehuman",1,0,0,0,0
eng-4509651,Rock icon Dr. Hook dies in Daytona Beach,2019-01-01,-0.08235294117647063,"news/Arts and Entertainment, dmoz/Arts/Music/Styles, dmoz/Arts/Music/Marching, dmoz/Health/Alternative/Naturopathy",United States,Noth America,15,15,"If there's a rock 'n' roll heaven, its heck o a band now has a heck of a distinctive vocalist.  Ray Sawyer, the lead singer of Dr. Hook & The Medicine Show, died in his adopted hometown of Daytona Beach, his wife announced on Facebook. He was 81.  ""My heart is broken,"" Linda Sawyer posted on Monday. ""Ray passed away this morning peacefully in his sleep. We thank you all for your continued support and prayers. Ray loved you all.""  Sawyer will be remembered by millions of people as the scruffy fron",1,0,0,0,0
eng-4509899,Bohemian Rhapsody Blu-ray To Include Full Live Aid Performance,2019-01-01,0.2862745098039217,"news/Arts and Entertainment, dmoz/Arts/Movies",-,-,54,54,"I didn't have particularly high hopes for Bohemian Rhapsody, but despite its torturous production, it turned out way better than I expected. My favorite sequence by far was the film's climactic recreation of Queen's iconic performance during 1985's Live Aid. This was perhaps the highlight of the band's career, showcasing Freddie Mercury at his most potent and powerful. So, the news that the upcoming home video release will include a full recreation of it is good to hear as far as I'm concerned.  ",1,0,0,0,0
eng-4510121,"In the Race for Content, Hollywood Is Buying Up Hit Podcasts",2019-01-01,0.07450980392156858,"news/Arts and Entertainment, dmoz/Arts/Television, dmoz/Arts/Television/Cable Television, dmoz/Arts/Television/Guides",United States,Noth America,8,8,"The film mogul Darryl F. Zanuck was among the skeptics in the years before networks started broadcasting shows seven nights a week. ""Television won't be able to hold on to any market it captures after the first six months,"" he infamously predicted. ""People will soon get tired of staring at a plywood box every night.""  To make sure that television sets would become something more than ungainly appliances, entertainment executives of the late 1940s and early 1950s went in search of programming. And",1,0,0,0,0
eng-4511154,The Stars Align: Ten Broadway People to Watch in 2019!,2019-01-01,0.1450980392156862,"news/Arts and Entertainment, dmoz/Arts/Performing Arts, dmoz/Arts/Performing Arts/Theatre",-,-,25,25,"2018 is over and we can't help but look ahead to the 2019 Broadway season, which is bound to be filled with countless star-making (and star-preserving) performances. Who should you keep your eye on as the spring season begins and awards season approaches?  Before he presides over the Moulin Rogue as eccentric frontman Harold Zidler next summer, the six-time Tony nominee will step in as Alfred P. Doolittle in My Fair Lady. With a little bit of luck will see just as much Burstein in seasons to come",1,0,0,0,0
eng-4505824,Kader Khan: The man behind the legend,2019-01-01,-0.04313725490196074,"news/Arts and Entertainment, dmoz/Arts/Performing Arts/Acting, dmoz/Arts/Movies, dmoz/Arts/Movies/Filmmaking",Afghanistan,Asia,303,303,"Bollywood veterans remember their friend and colleague who passed away at the age of 81.  Veteran actor Kader Khan passed away on Monday evening in Canada after fighting Progressive Supranuclear Palsy, a degenerative disease, for many years. He was 81. His last rites will be performed in Canada.  Khan was not only an outstanding actor but also a prolific writer, having written dialogues for a number of films and screenplays for more than 40 years and was associated with many of Amitabh Bachchan's",0,1,0,0,0
eng-4508165,"After Katrina's Exit, Sara Ali Khan Reportedly Roped In Opposite Varun Dhawan In A Dance Film",2019-01-01,0.2,"news/Arts and Entertainment, dmoz/Arts/Movies, dmoz/Arts/Movies/Filmmaking, dmoz/Arts/Movies/Organizations",-,-,19,19,"Bollywood actress Sara Ali Khan ended the year 2018 with a bang. She made a debut on Koffee With Karan and took everyone by surprise with her graceful answers and poised nature.  She won people's hearts during Simmba promotions and proved she's down to earth just like all of us. And then her movies arrived with Kedarnath and Simmba. The actress created fireworks with her performance and the audience has welcomed her into the world of Bollywood.  With New Year, Sara Ali Khan has more films in her ",0,1,0,0,0
eng-4508192,Janhvi Kapoor opens up on mother Sridevi's untimely demise | Bollywood Bubble,2019-01-01,0.1058823529411765,"news/Arts and Entertainment, dmoz/Arts/Movies",-,-,15,19,"During 2018, legendary actress Sridevi passed away under unfortunate circumstances. The untimely and tragic death of Sridevi really shook the industry and left a big void.  Janhvi Kapoor, soon after her mother's death, had her first release 'Dhadak'. The film was the official remake of Marathi film 'Sairat' and was directed by Shashank Khaitan. 'Dhadak' received positive reviews from the critics and did decent business at the box office.  Now, Janhvi Kapoor has opened up during an interview to Fi",0,1,0,0,0
eng-4511873,Simmba (Simba) vs Temper box office collection: Ranveer Singh achieves what Jr NTR could not,2019-01-01,0.1686274509803922,"news/Arts and Entertainment, dmoz/Arts/Movies, dmoz/Arts/Movies/Organizations, dmoz/Arts/Movies/Theory and Criticism",-,-,82,82,"Jr NTR's Temper could attain its hit status in its lifetime, but its Hindi remake - Simmba (Simba) achieved it in just 5 days with its collection reaching Rs 124.54 crore net at the domestic box office.  Jr NTR's Temper could attain its hit status in its lifetime, but its Hindi remake - Simmba (Simba) achieved it in just 5 days with its collection reaching Rs 124.54 crore nett at the domestic box office.  Temper was one of the most hyped Telugu movies of 2015 and a lot of aspects including Jr NTR",0,1,0,0,0
eng-4512164,URI: Vicky Kaushal starrer to reminiscence Hollywood's Zero Dark Thirty!,2019-01-01,0.09019607843137245,"news/Arts and Entertainment, dmoz/Arts/Movies, dmoz/Arts/Movies/Education, dmoz/Arts/Movies/Theory and Criticism",India,Asia,27,27,"Mumbai: One of the most anticipated films of 2019, RSVP's URI has got everyone excited to witness the events took place in the history of the Indian army. As the war drama brings to screen the reality behind the surgical strikes on 11th Jan, URI draws parallels to the international hit 'Zero Dark Thirty'.  Based on the coveted surgical strikes of 2016, Aditya Dhar's directorial URI traces the heroic triumph of the Indian army against the militant bases of Pakistan. For the first time in the histo",0,1,0,0,0
eng-4515969,'Bringing your family together is the best feeling',2019-01-01,0.2784313725490195,"news/Arts and Entertainment, dmoz/Arts/Movies",-,-,35,35,"Sara Ali Khan speaks to us about her early success, family ties and the road ahead.  Sara Ali Khan has firmly based her feet in Bollywood with two back-to-back film releases. Many may credit these feats to nepotism or even call it beginners luck, but Sara openly admits to having certain privileges that rocket launched her into Bollywood. It is this unabashed acceptance of her life and all that surrounds it, makes one believe that she is cut out of a different mould. Her acting skills have the aud",0,1,0,0,0
eng-4505189,Kanye West Reaffirms His Support for Donald Trump in the New Year,2019-01-01,0.1215686274509804,news/Arts and Entertainment,-,-,110,135,"The rapper is standing behind the president -- and he once again teased a possible run for office in the future  Kanye West kicked off the New Year of 2019 by reaffirming his support for President Donald Trump.  The rapper, who visited the White House last year, issued a series of short tweets on Tuesday afternoon that put his focus back on politics after he had publicly backed away from sharing his opinions.  West unexpectedly tweeted, ""Trump all day.""  He then followed that up by saying, ""Just ",0,0,1,0,0
eng-4505549,Single winner takes $425M Mega Millions jackpot,2019-01-01,0.3725490196078431,"news/Arts and Entertainment, dmoz/Arts/Television/Tickets For Shows, dmoz/Games/Gambling/Lotteries, dmoz/Shopping/Entertainment/Tickets",United States,Noth America,68,76,"WATCH Hopefuls line up as Mega Millions jackpot balloons to $425M  One person in New York will be ringing in 2019 with a whole lot of cash.  There was one big winner in Tuesday's $425 million Mega Millions jackpot drawing, the eighth-largest in jackpot in the game's history.  The winning numbers were: 34-44-57-62-70 with a Mega Ball of 14.  The winning ticket for the jackpot was purchased in New York, but buyers in Ohio, South Carolina and Texas also walked away with big prizes.  The exact locati",0,0,1,1,0
eng-4509869,'The fraud of socialism': Liz Cheney rips progressives in preview of House GOP attack plan,2019-01-01,0.04313725490196085,"news/Arts and Entertainment, dmoz/Arts/Movies, dmoz/Arts/Movies/Filmmaking",-,-,32,32,"Rep. Liz Cheney (R-Wyo.) talks during the first session of the 116th Congress on Thursday. (Chip Somodevilla/Getty Images) By Eli Rosenberg Eli Rosenberg General assignment reporter covering national and breaking news January 4 at 5:35 AM  Republican congresswoman Liz Cheney, a daughter of former vice president Richard B. Cheney, delivered a Trumpism-inflected speech to nominate Kevin McCarthy to be speaker of the House on Thursday, telegraphing the Republican strategy as the party moves forward ",0,0,1,0,0
eng-4510732,Perspective | Carolyn Hax: An old flame and fears of getting burned,2019-01-01,-0.0117647058823529,"news/Arts and Entertainment, dmoz/Society/Sexuality/Sexual Addiction, dmoz/Health/Addictions/Internet, dmoz/Society/Relationships/Marriage",-,-,5,5,"By Carolyn Hax Carolyn Hax Advice columnist Advice columnist January 1 at 11:59 PM  Dear Carolyn: I rejected ""Sam"" years ago in favor of ""Aaron."" Aaron and I are newly divorced -- initiated by me -- after 25 years of marriage and three kids.  Sam has been alienated from his wife for many years and moved out five years ago at her insistence. Sam initiated divorce proceedings, but they ultimately stalled and Sam and ""Gina"" remain married.  Sam says he stays in the marriage for the sake of their onl",0,0,1,0,0
eng-4511551,"Pegi Young, Bridge School Co-Founder and Neil Young's Ex-Wife, Dead at 66",2019-01-01,0.0117647058823529,"news/Arts and Entertainment, dmoz/Science/Technology/Structural Engineering, dmoz/Arts/Writers Resources/Young Writers",United States,Noth America,40,40,"Pegi Young, a singer-songwriter who was married to Neil Young for 36 years, died Tuesday after a yearlong battle with cancer. She was 66. ""[She] passed away surrounded by her friends and family in her native California,"" reads a short statement on her official Instagram account. ""We request that the families' privacy be respected at this time.""  Young was working as a waitress at a diner near Neil Young's ranch when they met in the mid-Seventies. ""Never saw a woman look finer,"" Neil Young wrote i",0,0,1,1,0
eng-4512067,Tucker Carlson Blames Higher-Earning Women For 'Men In Decline',2019-01-01,-0.1058823529411764,"news/Arts and Entertainment, dmoz/Health/Women's Health/Smoking",-,-,38,38,"""Study after study has shown that when men make less than women, women generally don't want to marry them.""  Fox News host Tucker Carlson on Wednesday lamented about what his show's chyron described as ""men in decline."" During one segment, he claimed there was ""more drug and alcohol abuse"" and ""higher incarceration rates"" in areas where women earn more money than their male counterparts.  Carlson -- whose show lost sponsors in December after he said immigrants make America ""dirtier"" -- proclaimed",0,0,1,1,0
eng-4515745,Changing face: how Nicole Kidman gets under the skin in Destroyer,2019-01-01,0.05098039215686279,"news/Arts and Entertainment, dmoz/Arts/Movies, dmoz/Arts/Movies/Filmmaking, dmoz/Arts/Movies/Genres",-,-,13,13,"As a hard-boiled detective with a radically altered face, the Oscar-winner's latest role is getting heralded as a major transformation but it's far more than stunt casting  The marketing for Karyn Kusama's sun-dried Californian cop thriller Destroyer has leaned heavily on the supposedly drastic change of pace - and face - it represents for its very famous leading lady. ""Nothing Nicole Kidman has done in her career can prepare you for Destroyer,"" blares the leading pull-quote on the film's posters",0,0,1,0,0
eng-4516484,Eminem's daughter Hailie is an Instagram star with 1.3M followers,2019-01-01,0.3333333333333333,news/Arts and Entertainment,-,-,19,19,"Hailie Scott Mathers, daughter of Detroit trailer park rapper Marhsall ""Eminem"" Mathers, is doing remarkably well considering nearly two decades ago her father rapped about murdering her mom, Kimberly Scott.  In spite of her father's fame and the songs her wrote about her, Hailie, now 23, has long managed to avoid the spotlight, instead focusing on school and eventually graduating from Michigan State University where she studied psychology.  But all of that is about to change.  Hailie has also ga",0,0,0,1,0
eng-4508575,Jada Pinkett Smith and Will Smith don't celebrate wedding anniversary,2019-01-01,0.1058823529411765,"news/Arts and Entertainment, dmoz/Society/Relationships/Marriage",-,-,21,21,They tied the knot on New Year's Eve in 1997.  But Jada Pinkett Smith has revealed that she and husband Will Smith don't celebrate their wedding anniversary any more.  The 47-year-old explained in the latest episode of her Red Table Talk series on Facebook Watch that the couple consider themselves 'life partners' and they often spend December 31 apart.  No big deal: They tied the knot on New Year's Eve in 1997. But Jada Pinkett Smith has revealed that she and husband Will Smith don't celebrate th,0,0,0,1,0
eng-4507705,"Ariana Grande Drops 'Thank U, Next' Outtakes, Says '7 Rings' Will Be Her Next Single",2019-01-01,0.2,"news/Arts and Entertainment, dmoz/Recreation/Humor/Relationships",-,-,99,99,"Ariana Grande continues to drop more content from the epic homage-filled video for her hit ""Thank U, Next."" The singer shared a blooper reel and deleted scene from the visual at midnight Thursday (Jan. 3).  The four-minute video begins with the cut segment, a re-creation of a famous Legally Blonde scene with Jennifer Coolidge. Grande acts as her lawyer, totally nailing Elle Woods' sassy demeanor and all-pink outfit.  Then come the bloopers: Ariana forgetting her lines, Troye Sivan getting slammed",0,0,0,1,0
eng-4507326,Justin Bieber's face tattoo finally revealed,2019-01-01,0.2078431372549019,"news/Arts and Entertainment, dmoz/Arts/Bodyart, dmoz/Arts/Bodyart/Tattoo, dmoz/Arts/Bodyart/Schools and Instruction",-,-,54,54,"Canadian pop star Justin Bieber has finally showed off his latest tattoo -- and it's tiny.  On Jan. 1, celebrity tattoo artist JonBoy posted a close-up photo of Bieber on Instagram revealing his eyebrow ink alongside a heartfelt caption. The portrait shows the word ""grace"" written in cursive above the 24-year-old's right eyebrow, a design Bieber has kept private until now.  View this post on Instagram  ""2018 was a lot of work for me. Both in tattooing and inner work I thought I would never have t",0,0,0,1,0
eng-4505407,Tiffany Haddish tells PETA she will wear fur until police 'stop killing black people',2019-01-01,0.1058823529411765,"news/Arts and Entertainment, dmoz/Recreation/Humor/Jokes",United States,Noth America,82,93,"Tiffany Haddish seems to be ready to protect social injustice and the police-involved shootings of Black folks in a very unusual way... but animals lovers are not here for it.  The comedian took to her Instagram page following a show at The Comedy Store in Los Angeles and informed her 4.4 million followers that a fan had given her a fur coat. As such, she claimed she's going to wear fur ""every day"" until police stop killing Black people.  -- Floyd Mayweather bags $9 million in 2 minutes with Tens",0,0,0,1,0
eng-4509320,Almost half of Britons want Prince Charles to give throne to William,2019-01-01,0.08235294117647052,"news/Arts and Entertainment, dmoz/Society/Genealogy/Royalty, dmoz/Society/Politics/Monarchy",-,-,36,40,"Almost half of the British public believe Prince Charles should stand aside and let his eldest son William become the next king, polling shows.  The survey by BMG Research on behalf of The Independent found 46 per cent of Britons want the first in line to the throne to abdicate immediately to allow the Duke of Cambridge to take the throne.  Meanwhile, just 20 per cent of those surveyed think the Prince of Wales's wife, Camilla, Duchess of Cornwall, should take the title of queen should he become ",0,0,0,0,1
eng-4510693,"China Box Office Growth Slows to 9% in 2018, Hits $8.9 Billion",2019-01-01,0.1607843137254903,"news/Arts and Entertainment, dmoz/Arts/Movies, dmoz/Arts/Movies/Filmmaking, dmoz/Arts/Movies/Cultures and Groups",China,Asia,5,5,"China's total box office revenue grew 9% in 2018 to $8.87 billion (RMB60.98 billion). But the rate of expansion was slower rate than the year before, when it rose 13.5%, state media and government reports said. Nevertheless, the country met its government-set 2018 box office target of RMB60 billion yuan in ticket sales on December 29.  Chinese-language films brought in $5.53 billion (RMB37.8 billion) in 2018, making up 62% of the total box office, the official Xinhua news agency said, citing data",0,0,0,0,1
eng-4506058,'Sin tax' doubles the cost of alcohol overnight in Qatar,2019-01-01,-0.01960784313725494,"news/Business, dmoz/Health/Addictions, dmoz/Health/Addictions/Substance Abuse, dmoz/Health/Specific Substances/Alcoholic Beverages",Iran,Asia,25,29,"Doha is the capital of the State of Qatar.Kamran Jebreili / AP file  Qatar welcomed the new year by implementing a 100 percent tax on alcohol, doubling prices overnight and sending the cost of a 12-pack of beer jumping to $78.  The increase has been branded a ""sin tax"" by some residents of the wealthy Gulf state as it targets products widely prohibited under Islamic law.  It was introduced by Qatar's General Authority of Customs on Jan. 1, and applies to tobacco products, energy drinks and pork -",1,0,0,0,0
eng-4506713,'Like It Was Christmas All Year:' GOP Succeeded in Making 2018 Yet Another Year the Rich Got Richer,2019-01-01,0.06666666666666665,"news/Business, dmoz/Business/Accounting, dmoz/Business/Accounting/Tax Negotiation and Representation, dmoz/Home/Personal Finance/Tax Preparation",-,-,89,89,"With year two of Republicans' Tax Cuts and Jobs Act (TCJA) now underway and the party touting the $1.5 trillion tax plan's supposed successes, critics of the unpopular law are spotlighting the party's broken promises and saying the so-called tax scam merely helped to make 2018 another year of bloated corporate profits and enriching the already wealthy.  In fact, the wealthy were ""celebrating like it was Christmas all year, which it basically was for them,"" wrote Frank Clemente, executive director",1,0,0,0,1
eng-4508538,India's tariff to cost US $900m,2019-01-01,-0.09019607843137256,"news/Business, dmoz/Business/International Business and Trade, dmoz/Business/International Business and Trade/Import and Export, dmoz/Society/Issues/Economic",-,-,64,64,"Washington: India's proposed retaliatory tariffs against US agricultural products including apples, almonds and lentils will have an adverse impact on American exports worth nearly $900 million, according to the latest Congressional report.  India, in 2018, had announced higher import duties on many US products like apples, almonds, walnuts, chickpeas and lentils in retaliation to President Donald Trump's decision to impose heavy tariffs on imported steel and aluminium items, a move that sparked ",1,0,0,0,0
eng-4514562,For-Profit Chain Cancels $494 Million in Student Debt to End State Investigations,2019-01-01,0.09019607843137245,"news/Business, dmoz/Business/Financial Services/College Financing, dmoz/Society/Issues/Education",United States,Noth America,64,64,"Nearly 180,000 former students at for-profit schools run by Career Education will not have to repay $494 million they owed to the company, a group of 49 state attorneys general announced Thursday.  The agreement to wipe out the debt held directly by Career Education, such as unpaid tuition, ended a five-year multistate investigation into complaints that the company used predatory and deceptive recruiting tactics.  Career Education misled students about the cost of its programs and its graduates' ",1,0,1,0,0
eng-4513955,"Log Cabins? No, These Wooden Buildings Are High-Rises",2019-01-01,0.1843137254901961,"news/Business, dmoz/Business/Construction and Maintenance/Building Types, dmoz/Computers/Software/Build Management, dmoz/Business/Agriculture and Forestry/Forestry",United States,Noth America,7,7,"Developers have not used wood for much other than houses since the horse-and-buggy days. But the knotty building material is making a comeback.  Seeking greener projects, which many consumers continue to embrace despite an anti-environmental mood in Washington, builders are choosing timber for offices, apartments and campus buildings, rather than the concrete and steel that dominated construction for decades.  Not everybody is on board with the trend, which is playing out from coast to coast. Con",1,0,0,0,0
eng-4506134,India remains fastest growing economy ahead of China despite up/downs,2019-01-01,0.2549019607843137,"news/Business, dmoz/Business/Financial Services, dmoz/Society/Issues/Government Operations, dmoz/Society/Issues/Economic",India,Asia,11,11,"NEW DELHI: India remained ahead of China to retain the tag world's fastest growing large economy withstanding several ups and downs, spike in oil prices and global trade war like situation during 2018. Indian economy's roller-coaster ride during the year gone by was best captured by the GDP growth. In the first quarter of 2018-19 ending June 30, it grew at an impressive 8.2 per cent, after 7.7 per cent in the first three months of the year.  Then it slipped to 7.1 per cent in the next quarter end",0,1,0,0,0
eng-4507138,Why Modi Government is Amending the Aadhaar Act and What it Means for You,2019-01-01,0.1450980392156862,"news/Business, dmoz/Society/Transgendered/Law, dmoz/Business/Financial Services/Medical Billing, dmoz/Business/Telecommunications/Customer Management",-,-,38,42,"New Delhi: The Narendra Modi government has introduced a Bill in parliament that propose amendments to various laws that underpin the Aadhaar ecosystem, in a move that comes after a Supreme Court verdict earlier this year curtailed the sprawling nature of India's biometric authentication programme.  The Aadhaar And Other Laws (Amendment) Bill 2018, which was passed by the cabinet two weeks ago and introduced by information technology minister Ravi Shankar Prasad in the Lok Sabha on Wednesday, con",0,1,0,0,0
eng-4507927,"Hyundai flags tough 2019 as US, China demand stays slow",2019-01-01,-0.06666666666666665,"news/Business, dmoz/Home/Consumer Information/Automobiles, dmoz/Business/Marketing and Advertising/Employment, dmoz/Business/Electronics and Electrical/Electromechanical",South Korea,Asia,37,37,"In his first New Year address to employees, group heir apparent Euisun Chung said Hyundai Motor Co and Kia Motors Corp would together launch 13 new or face-lifted models in 2019.  South Korea's Hyundai Motor Group flagged another year of tepid car sales growth on the back of a slow 2018, saying trade protectionism added uncertainty and major markets such as the United States and China remained sluggish.  In his first New Year address to employees, group heir apparent Euisun Chung said Hyundai Mot",0,1,0,0,0
eng-4508459,Delivery Boy Who Saved Lives Of 10 People In Mumbai Hospital Fire Gets Rs 1 Lakh As Reward,2019-01-01,0.02745098039215677,"news/Business, dmoz/Home/Emergency Preparation/Safety, dmoz/Health/Public Health and Safety, dmoz/Health/Public Health and Safety/Emergency Services",India,Asia,6,6,"The brave delivery boy who saved lives of 10 people during the fire accident at Mumbai's ESIC hospital was given a monetary award of Rs One Lakh.  Siddrameshwar Siddharam Humanabade, a food delivery boy pulled off a heroic act saving lives of numerous people at a Mumbai Hospital which was engulfed in flames on December 17, 2018. Labour minister Santosh Gangwar gave him the reward.  Also Read: Food Delivery Boy Jumps Into Mumbai Hospital That Caught Fire To Rescue Ten People  The braveheart saved ",0,1,0,0,0
eng-4516577,Rajasthan's New Year Gift To Girls Is Sanitary Pad Vending Machines In All Govt Colleges,2019-01-01,0.1843137254901961,"news/Business, dmoz/Health/Women's Health/Menstruation",India,Asia,6,6,"In February 2018, former Chief Minister of Rajasthan Vasundhara Raje had announced that sanitary napkins will be provided to women in rural areas.  The announcement was made as part of a new health scheme which will promote menstrual hygiene. PTI had reported that Rs 76 crore was also allotted for this initiative. As the world welcomes 2019, Rajasthan's new scheme will soon become a reality.  Sanitary napkin vending machines will be installed in all 189 government colleges, Times of India reporte",0,1,0,0,0
eng-4505520,Protesters call on Sudan president to go,2019-01-01,-0.207843137254902,"news/Business, dmoz/Society/Issues, dmoz/Society/Issues/Territorial Disputes, dmoz/Society/Issues/Economic",Sudan,Africa,145,159,Hundreds of protesters have gathered in the Sudanese city of Omdurman to call for an end to the nearly 30-year rule of President Omar al-Bashir.  The BBC's Mohamed Osman says security forces have used tear gas against some of the 300 or so demonstrators there.  Sudan has already been rocked by two weeks of sometimes deadly street demonstrations prompted by a rise in the cost of living.  The anti-government protests first erupted in mid-December over inflation.  The price of bread had tripled in s,0,0,1,0,0
eng-4506220,FG provides funds to meet ASUU demands,2019-01-01,0.09019607843137245,"news/Business, dmoz/Society/Work, dmoz/Society/Issues/Labor, dmoz/Society/Work/Labor-Management Relations",-,-,45,45,"The protracted strike by the Academic Staff Union of Universities (ASUU) may soon to be called off.  Minister of Labour and Employment, Dr. Chris Ngige, who gave the hint in Onitsha, Anambra State said that funds had been provided to meet most of the demands of the union.  He said the Federal Government would make necessary efforts to ensure that the strike comes to an end this January.  According to Ngige, the issues that made ASUU to embark on strike were based on agreement which the union ente",0,0,1,0,0
eng-4507501,Killings in Chicago fall 15% from year before,2019-01-01,0.09019607843137245,"news/Business, dmoz/Science/Earth Sciences, dmoz/Science/Earth Sciences/Geophysics, dmoz/Science/Earth Sciences/Geomatics",United States,Noth America,6,6,"ILLINOIS Killings in Chicago fall 15% from year before  Preliminary numbers indicate that homicides in Chicago fell by about 100 last year compared with 2017, though the total again eclipsed the number of killings in Los Angeles and New York combined, according to data released Tuesday.  Police in Chicago, the nation's third-largest city, reported 561 homicides between Jan. 1 and Dec. 31, 2018. That compares with 660 homicides in 2017 and more than 770 in 2016, which marked a 19-year high that pu",0,0,1,0,0
eng-4509569,"Here are the new 'Dogs of the Dow,' a simple investing strategy that beat the market last year",2019-01-01,-0.03529411764705881,"news/Business, dmoz/Business/Investing, dmoz/Business/Investing/Stocks and Bonds, dmoz/Business/Investing/Research and Analysis",-,-,17,17,"The strategy calls for the purchase of the 10 Dow members with the highest dividend yields.  The ""Dogs of the Dow"" beat the market in 2018. Now meet the new dogs.  One of Wall Street's classic investing strategies, perhaps the most hands-off one, kept investors relatively safe last year -- if one had bought the 10 highest-yielding stocks in the Dow Jones Industrial Average at the beginning of 2018 and held them all year long, it would have only lost 1.5 percent, versus the Dow's 6 percent annual ",0,0,1,1,0
