uri,title,event_date,sentiment,categories,loc_country,loc_continent,article_count,total_article_count,delo,dnevnik,vecer
slv-63526,Aguero bo zaradi poškodbe odsoten nekaj tednov,2019-11-25,,news/Sports,Ukraine,Europe,5,5,0,1,0
slv-63668,Campbell rešil Kingse v zadnji sekundi za zmago nad Winnipegom,2019-12-01,,news/Sports,United States,Noth America,8,8,0,1,0
slv-63733,Napaka v objavljeni glasovnici - Stare je glasoval za Messija,2019-12-03,,news/Sports,United Kingdom,Europe,6,6,0,1,0
slv-63791,"Odermatt v Beaver Creeku do uspeha kariere, Hrobat presenetil s 16. mestom",2019-12-06,,news/Sports,Slovenia,Europe,8,8,0,1,0
slv-63821,Žan Košir in Gloria Kotnik izpadla v osmini finala,2019-12-07,,news/Sports,Italy,Europe,11,11,0,1,0
slv-63907,"V štabu Ilke Štuhec ne paničarijo: ""Nisem zadovoljna, a sem na pravi poti""",2019-12-11,,news/Sports,Switzerland,Europe,8,8,0,1,0
slv-64138,Liverpool ugnal Flamengo in prišel do naslova klubskega svetovnega prvaka,2019-12-21,,news/Sports,Qatar,Asia,7,7,0,1,0
slv-64154,"Zmaga Stocha, Peter Prevc 12., Domen 13.",2019-12-21,,news/Sports,-,-,9,9,0,1,0
slv-64157,Slovenski junak Engelberga je Peter Prevc - zasedel je drugo mesto!,2019-12-22,,news/Sports,-,-,8,8,0,1,0
slv-64338,Največji zaslužkar zadnjega desetletja je ...,2020-01-02,,news/Sports,United States,Noth America,7,7,0,1,0
slv-64376,Lampičeva zmagala v sprinterskem točkovanju turneje Tour de Ski,2020-01-01,,news/Sports,-,-,10,10,0,1,0
slv-64539,"Brignonejeva zmagovalka alpske kombinacije, Štuhčeva ni končala superveleslaloma",2020-01-12,,news/Sports,-,-,7,7,0,1,0
slv-64606,Dallas rutinsko opravil delo v San Franciscu,2020-01-15,,news/Sports,United States,Noth America,7,7,0,1,0
slv-65017,"Dončić izven pogona vsaj šest tekem, za All-Star bi moral biti nared",2020-02-01,,news/Sports,United States,Noth America,14,14,0,1,0
slv-65202,Izjemni Pogačar še do druge etapne zmage v Valencii,2020-02-08,,news/Sports,Spain,Europe,7,7,0,1,0
slv-65331,Dramatična poslastica v Bostonu odločena šele po dveh podaljških ,2020-02-12,,news/Sports,United States,Noth America,11,11,0,1,0
slv-65362,Zmaga za čast: Kopitar z dvema podajama do zmage pred 43.574 gledalci,2020-02-16,,news/Sports,United States,Noth America,8,8,0,1,0
slv-65488,"Žiga Jelar v Rašnovu prvič med deseterico, zmagal Kraft",2020-02-20,,news/Sports,-,-,15,15,0,1,0
slv-65505,"Pod Rajhovko napeto do konca - Avstrijke na vrhu, Slovenke druge",2020-02-21,,news/Sports,Slovenia,Europe,28,28,0,1,0
slv-65532,"Denver slavil brez Čančarja, večni derbi po okusu Jezernikov",2020-02-24,,news/Sports,United States,Noth America,5,5,0,1,0
slv-65566,"#video Dončićev Dallas premagal Minnesoto, Dragićev Miami izgubil po podaljšku",2020-02-25,,news/Sports,United States,Noth America,9,9,0,1,0
slv-65594,"Maribor slavil na derbiju, Camoranesi do prve zmage, Celje in Bravo remizirala",2020-02-23,,news/Sports,Slovenia,Europe,6,6,0,1,0
slv-65598,Miami v prostem padu: tokrat ni pomagala niti domača dvorana,2020-02-27,,news/Sports,United States,Noth America,8,8,0,1,0
slv-65610,Ena najbolj priljubljenih igralk vseh časov potegnila črto,2020-02-26,,news/Sports,China,Asia,7,7,0,1,0
slv-65617,"El Arabi v 119. minuti šokiral topničarje, Višća usoden za Šporarjev Sporting",2020-02-27,,news/Sports,Switzerland,Europe,8,8,0,1,0
slv-65633,"Slovenci po ""drami"" za las ostali brez zmage  ",2020-02-28,,news/Sports,-,-,22,22,0,1,0
slv-65663,Man City s preobratom v petih minutah utišal Santiago Bernabeu,2020-02-26,,news/Sports,Slovenia,Europe,11,11,0,1,0
slv-65904,Dončić po grenkem porazu pri sosedih: Niti malo me ne skrbi,2020-03-11,,news/Sports,United States,Noth America,6,6,0,1,0
slv-66587,Med žrtvami koronavirusa tudi mati Pepa Guardiole,2020-04-06,,news/Sports,Spain,Europe,6,6,0,1,0
slv-67585,Srebrna Katja Višnar končala kariero,2020-05-18,,news/Sports,Russia,Europe,6,6,0,1,0
deu-1127520,"Poslovil se je David Stern, 'oče moderne lige NBA'",2020-01-01,,news/Sports,United States,Noth America,77,7,0,1,0
fra-475727,Razvpiti Maradona noče biti več trener Doradosa - zaradi nogometnih sodnikov,2019-04-06,,news/Sports,Mexico,Noth America,27,5,0,1,0
por-370493,KOMENTAR: Najboljša Premier liga do sedaj,2019-05-10,,news/Sports,-,-,188,8,0,1,0
por-450503,#foto V helikopterski nesreči preminil košarkar Kobe Bryant in njegova 13-letna hčerka,2020-01-24,,news/Sports,United States,Noth America,641,9,0,1,0
slv-57318,Legendarni hrvaški smučarki se bo temeljito spremenilo življenje,2019-01-01,,news/Sports,Croatia,Europe,5,5,0,1,0
slv-57364,Nicklas Bendtner začel z služenjem zaporne kazni,2019-01-05,,news/Sports,-,-,6,6,0,1,0
slv-57607,Mick Schumacher podpisal pogodbo s Ferrarijem,2019-01-21,,news/Sports,Mexico,Noth America,5,5,0,1,0
slv-57680,Bojevniki še do devete zaporedne zmage,2019-01-25,,news/Sports,United States,Noth America,5,5,0,1,0
slv-57708,Ilka Štuhec s številko 9 v lov na četrte zaporedne smukaške stopničke,2019-01-25,,news/Sports,Germany,Europe,17,17,0,1,0
slv-58126,"Na startu veleslaloma tri Slovenke, Meta Hrovat bo startala kot 12.",2019-02-14,,news/Sports,-,-,11,11,0,1,0
slv-58155,Lauerusa tokrat v rokah Simone Biles in Novaka Đokovića,2019-02-18,,news/Sports,Monaco,Europe,8,8,0,1,0
slv-58239,"Remi v Ljudskem vrtu med Mariborom in Muro, golijada v Celju",2019-02-23,,news/Sports,Slovenia,Europe,5,5,0,1,0
slv-58342,"Šokantni prizor, kako si je Avstrijec na SP menjal kri",2019-02-28,,news/Sports,Germany,Europe,9,9,0,1,0
slv-58633,"Maren Lundby najboljša tudi v Trondheimu, Križnarjeva osma (daljše)",2019-03-14,,news/Sports,-,-,6,6,0,1,0
slv-58750,Poškodba Messija ob porazu Argentine,2019-03-23,,news/Sports,Spain,Europe,5,5,0,1,0
slv-58854,"Dončić pred bojem z Dragićem: V Miamiju je veliko Slovencev. Hvala vsem, da so prišli",2019-03-28,,news/Sports,-,-,7,7,0,1,0
slv-58855,"Svet24.si - Med navijači: ""Še nikoli nisem videla toliko Slovencev v Miamiju""",2019-03-28,,news/Sports,United States,Noth America,8,8,0,1,0
slv-58858,"Dragić: Počutil sem se, kot da igramo v Ljubljani",2019-03-29,,news/Sports,United States,Noth America,10,10,0,1,0
slv-59053,Tim Gajser lovi že četrte stopničke,2019-04-03,,news/Sports,-,-,4,4,0,1,0
slv-59333,V živo: incident na odločilni finalni tekmi lige ABA #video,2019-04-22,,news/Sports,Serbia,Europe,10,10,0,1,0
slv-59463,"Alonso potrdil, da bo na Indy 500 napadal slovito 'trojno krono'",2019-05-01,,news/Sports,United States,Noth America,6,6,0,1,0
slv-59491,"Ribery se nepreklicno poslavlja: 'Ko sem prišel k Bayernu, so se mi uresničile sanje'",2019-05-05,,news/Sports,Germany,Europe,5,5,0,1,0
slv-59549,Namiznoteniška smetana v Laškem in na Otočcu,2019-05-06,,news/Sports,Slovenia,Europe,6,6,0,1,0
slv-59767,Finale Evrolige: Anadolu Efes - CSKA Moskva (druga četrtina),2019-05-17,,news/Sports,Spain,Europe,16,16,0,1,0
slv-59768,Zaključni turnir Evrolige s Prepeličem,2019-05-16,,news/Sports,-,-,4,4,0,1,0
slv-60019,"Najboljši spidvejisti sveta v Krškem - zmaga Zmarzlika, Žagar le 14.",2019-06-01,,news/Sports,-,-,5,5,0,1,0
slv-60148,Zgodovinski podvig Janje Garnbret,2019-06-06,,news/Sports,United States,Noth America,13,13,0,1,0
slv-60243,Bedene prvi nosilec in glavna atrakcija turnija v Portorožu,2019-06-12,,news/Sports,Slovenia,Europe,5,5,0,1,0
slv-60293,Fury po hitrem postopku nokavtiral Schwarza in izzival Wilderja,2019-06-16,,news/Sports,United States,Noth America,8,8,0,1,0
slv-60813,"Barcelona plačala 120 milijonov evrov za Griezmanna, Atletico želi 200",2019-07-12,,news/Sports,Spain,Europe,7,7,0,1,0
slv-60914,Paraplezalec Gregor Selak bronast na SP,2019-07-15,,news/Sports,Austria,Europe,8,8,0,1,0
slv-60990,Pacquiao znova svetovni velterski prvak,2019-07-21,,news/Sports,United States,Noth America,8,8,0,1,0
slv-61256,V slovenskem finalu do zlata Boženk in Jakopin                       ,2019-08-04,,news/Sports,Slovenia,Europe,8,8,0,1,0
slv-61509,Janja Garnbret v lov za tretjo krono na enem prvenstu,2019-08-19,,news/Sports,Japan,Asia,16,16,0,1,0
slv-61644,Izjemen uspeh: mlade košarkarice do zlata na EP divizije B,2019-08-25,,news/Sports,Bulgaria,Europe,6,6,0,1,0
slv-61739,Fabjan: Za olimpijske igre ni velike krize,2019-09-01,,news/Sports,Japan,Asia,5,5,0,1,0
slv-61823,"Ilka Štuhec: Ko se pojavi strah, je bolje, da smučaš rekreativno",2019-09-06,,news/Sports,-,-,5,5,0,1,0
slv-61902,Kljub odsotnosti Janje Garnbret dvojna slovenska zmaga,2019-09-07,,news/Sports,Poland,Europe,8,8,0,1,0
slv-61979,Bedene in Rola velika favorita proti Egiptu v Kairu,2019-09-12,,news/Sports,Egypt,Africa,11,11,0,1,0
slv-62026,"Slovo alpinista in ekstremnega smučarja: Davo Karničar, izzivalec vršacev ",2019-09-16,,news/Sports,-,-,9,9,0,1,0
slv-62282,Kanal A in VOYO: Zadnje poglavje slovenske pravljice ‒ finale!,2019-09-28,,news/Sports,France,Europe,6,6,0,1,0
slv-62358,Začenja se spektakel na ploskvah Lige NHL,2019-10-02,,news/Sports,United States,Noth America,6,6,0,1,0
slv-62487,Obetaven začetek sezone za Kopitarja - zmagal je v olimpijskem Calgaryju,2019-10-09,,news/Sports,Canada,Noth America,8,8,0,1,0
slv-62683,Plezalci v Azijo po potrditev olimpijskih kvalifikacij ,2019-10-17,,news/Sports,-,-,11,11,0,1,0
slv-62814,Prestavljeni el clasico šele decembra,2019-10-23,,news/Sports,Spain,Europe,8,8,0,1,0
slv-62883,Tretjič zapored pet ploščkov končalo v kraljevi mreži  ,2019-10-28,,news/Sports,United States,Noth America,5,5,0,1,0
slv-63164,"Cekici obdržal Olimpijo na vrhu, Aluminij zmagal v Fazaneriji",2019-11-10,,news/Sports,Slovenia,Europe,5,5,0,1,0
slv-63226,Biatlonci tudi v novo sezono z visokimi cilji ,2019-11-12,,news/Sports,Slovenia,Europe,5,5,0,1,0
slv-63241,David Villa končuje kariero,2019-11-13,,news/Sports,Spain,Europe,5,5,0,1,0
slv-63339,Anže Kopitar z golom in dvema podajama znova svoji ekipi pomagal do zmage,2019-11-15,,news/Sports,-,-,6,6,0,1,0
slv-63346,Quartararo z najboljšega položaja v Valencii,2019-11-16,,news/Sports,-,-,5,5,0,1,0
slv-63453,#video Antetokounmpo in Bledsoe Portlandu nasula 54 točk,2019-11-22,,news/Sports,United States,Noth America,6,6,0,1,0
slv-63483,"Vlhova hitrejša od Shiffrinove, Slovenke razočarale",2019-11-23,,news/Sports,-,-,14,14,0,1,0
slv-63500,Kojoti prekinili niz petih domačih zmag Los Angelesa,2019-11-24,,news/Sports,United States,Noth America,7,7,0,1,0
slv-63510,Federer in Zverev poskrbela za rekord v gledanosti teniškega obračuna,2019-11-24,,news/Sports,Spain,Europe,11,11,0,1,0
slv-63679,"Shiffrinova premočna na prvi progi, v finalu Bucikova",2019-12-01,,news/Sports,-,-,8,8,0,1,0
slv-63682,Velika vrnitev Thomasa Dressna,2019-12-01,,news/Sports,-,-,9,9,0,1,0
slv-63725,"Skakalci zadovoljni z uvodom, Prevčev dres že v rokah Kranjca",2019-12-03,,news/Sports,-,-,7,7,0,1,0
slv-63816,"Vzhičeni Joshua že išče tekmeca: Napišite na Twitter, pripravljen sem",2019-12-05,,news/Sports,United States,Noth America,8,8,0,1,0
slv-63839,#video Trajković si je v Moskvi zagotovil nastop na OI v Tokiu,2019-12-07,,news/Sports,Russia,Europe,6,6,0,1,0
slv-63881,"Klara Lukan: Za zlato je zmanjkala zadnja brca, a sem kljub temu zelo zadovoljna",2019-12-10,,news/Sports,-,-,4,4,0,1,0
slv-64185,#video Dragić z Miamijem do 13. domače zmage v sezoni,2019-12-24,,news/Sports,United States,Noth America,6,6,0,1,0
slv-64257,Kingsi po podaljšku do zmage na gostovanju pri San Joseju,2019-12-28,,news/Sports,United States,Noth America,8,8,0,1,0
slv-64294,AP: LeBron James in Serena Williams športnika desetletja,2019-12-30,,news/Sports,-,-,6,6,0,1,0
slv-64796,Otočani zagospodarili New Yorku,2020-01-21,,news/Sports,United States,Noth America,7,7,0,1,0
slv-64896,"Druga zmaga Shiffrinove v Banskem, Ilka Štuhec daleč od deseterice",2020-01-25,,news/Sports,-,-,8,8,0,1,0
slv-65026,Smukači v Garmischu in Rosa Hutorju ne dobijo priložnosti,2020-01-30,,news/Sports,Germany,Europe,6,6,0,1,0
slv-65110,Vreme ogroža izvedbo Zlate lisice,2020-02-15,,news/Sports,Slovenia,Europe,6,6,0,1,0
slv-65126,Slovenci dvakrat zapravili vodstvo in klonili v zadnji minuti,2020-02-02,,news/Sports,-,-,6,6,0,1,0
slv-65209,Ilka Štuhec na superveleslalomu manj zanesljiva kot na smuku,2020-02-09,,news/Sports,-,-,5,5,0,1,0
slv-65338,Euro 2020 in slovenska reprezentanca na komercialni televiziji,2020-02-14,,news/Sports,Slovenia,Europe,6,6,0,1,0
slv-65403,"Laureusi za Messija, Hamiltona in Bilesovo",2020-02-17,,news/Sports,Germany,Europe,7,7,0,1,0
slv-65478,"Fury: Pošteno mu jih bom naložil. Vanj bom usmeril vse, razen kuhinjskega korita",2020-02-21,,news/Sports,United States,Noth America,5,5,0,1,0
slv-65595,Celjani želijo v Flensburgu potrditi napredovanje ,2020-02-25,,news/Sports,Germany,Europe,8,8,0,1,0
slv-65681,Čater osmi po polovici preizkušnje,2020-03-01,,news/Sports,Switzerland,Europe,7,7,0,1,0
slv-65682,Kriechmayer izkoristil prednost domačega terena,2020-02-29,,news/Sports,-,-,7,7,0,1,0
slv-65686,Odlična napoved za novo sezono: Gajser v kvalifikacijah najboljši,2020-02-29,,news/Sports,-,-,6,6,0,1,0
slv-65876,Liga odločila! Do nadaljnjega ostajamo brez Lukinih izjav po koncu tekme,2020-03-10,,news/Sports,-,-,5,5,0,1,0
slv-66021,Vodstvo v dopisu klubov: V najboljšem primeru 3-mesečni premor,2020-03-16,,news/Sports,United States,Noth America,6,6,0,1,0
slv-66095,Se obeta preložitev OI? Prvi mož atletske zveze je v to prepričan,2020-03-19,,news/Sports,Japan,Asia,8,8,0,1,0
slv-66365,"Znižanje plač pri Juventusu: Ronaldo bo zaslužil 3,8 milijona evrov manj",2020-03-28,,news/Sports,-,-,5,5,0,1,0
slv-66549,"""Vsaka pot je prava, če v ospredju stoji skrb za zdravje nogometašev""",2020-04-05,,news/Sports,-,-,8,8,0,1,0
slv-66680,Prvaki še najmanj leto dlje: EuroBasket prestavljen na 2022,2020-04-09,,news/Sports,Japan,Asia,7,7,0,1,0
slv-66901,Ponoči premiera ene najtežje pričakovanih serij!,2020-04-19,,news/Sports,United States,Noth America,5,5,0,1,0
slv-67187,Tudi v Budimpešti brez gledalcev,2020-05-01,,news/Sports,Hungary,Europe,6,6,0,1,0
slv-67351,Vrnitev v 90. leta: Holyfield spet v ringu s Tysonom?,2020-05-07,,news/Sports,Croatia,Europe,6,6,0,1,0
slv-67537,"Teniški turnirji ATP, WTA in ITF odpovedani do konca julija",2020-05-15,,news/Sports,United Kingdom,Europe,5,5,0,1,0
slv-67709,Wolfsburg - Borussia Dortmund 0:0,2020-05-23,,news/Sports,Germany,Europe,9,9,0,1,0
slv-67827,Pogodbo s Kamničankami podaljšala tudi Eva Zatković,2020-05-28,,news/Sports,Slovenia,Europe,9,9,0,1,0
spa-1632311,Hamilton razbil svoj dirkalnik na tretjem prostem treningu,2019-08-30,,news/Sports,Belgium,Europe,675,13,0,1,0
spa-1695745,Hrovatova po prvi vožnji četrta,2019-10-26,,news/Sports,Austria,Europe,23,9,0,1,0
ukr-54510,Eden največjih povratkov v zgodovini dokončan z knockoutom,2020-02-20,,news/Sports,United States,Noth America,116,7,0,1,0
eng-5301119,Bottas prvi na obeh petkovih treningih ,2019-11-28,0.2,news/Sports,United Arab Emirates,Asia,255,9,0,1,0
fra-561616,"Na vrhu Pinturault, Kosi 16., Hadalin 20., Čater v slalomu odstopil",2019-12-29,0.145098039215686,news/Sports,Italy,Europe,158,9,0,1,0
ita-175235,"Uvodna bitka za Los Angeles Clippersom, Toronto v podaljšek",2019-10-21,,"news/Sports, news/Business",-,-,31,7,0,1,0
deu-1093917,Google: Uspel nam je t. i. kvantni preboj,2019-10-23,,news/Technology,United States,Noth America,41,8,0,1,0
fra-482878,Britansko sodišče Assangea obsodilo na skoraj leto zapora,2019-05-01,,news/Technology,United Kingdom,Europe,389,18,0,1,0
rus-696507,Greta Thunberg srečno priplula do Lizbone,2019-12-02,,news/Technology,Spain,Europe,111,11,0,1,0
slv-58344,Začetek skupnega usposabljanja slovenske in ameriške vojske Lipizaner V,2019-03-01,,news/Technology,Slovenia,Europe,7,7,0,1,0
slv-58966,Po kraji streliva v Nemčiji: vojak opran suma o kršitvah,2019-04-03,,news/Technology,Germany,Europe,7,7,0,1,0
slv-58997,"Lani na evropskih cestah umrlo manj ljudi kot leto prej, največji upad beleži Slovenija",2019-04-04,,news/Technology,Belgium,Europe,8,8,0,1,0
slv-59466,Svet24.si - Putin podpisal zakon o vzpostavitvi 'ruskega interneta',2019-05-02,,news/Technology,Russia,Europe,5,5,0,1,0
slv-59808,"Gladina morja bi se lahko povišala bolj, kot so pričakovali doslej ",2019-05-21,,news/Technology,United Kingdom,Europe,6,6,0,1,0
slv-59966,"Zagorel tovornjak, ki je prevažal kombije: škode za 40.000 evrov",2019-05-30,,news/Technology,Slovenia,Europe,6,6,0,1,0
slv-60130,Na novih Huaweijih ne bo prednameščenega Facebooka,2019-06-07,,news/Technology,-,-,7,7,0,1,0
slv-60340,Med vožnjo v napačno smer starejša voznica oplazila nasproti vozeče vozilo,2019-06-19,,news/Technology,Slovenia,Europe,9,9,0,1,0
slv-60370,Globa za nepravilno ustavljanje na avtocesti znaša 300 evrov,2019-06-20,,news/Technology,Slovenia,Europe,6,6,0,1,0
slv-60742,#foto Iračana po napadu na taksista obtožujejo treh kaznivih dejanj,2019-07-09,,news/Technology,-,-,6,6,0,1,0
slv-60857,Ogledi pornografskih videov ustvarijo toliko izpustov kot francoska gospodinjstva,2019-07-14,,news/Technology,-,-,5,5,0,1,0
slv-60917,"""Osredotočite se na zgodbo in ne na všečke"" - Instagram jih (počasi) ukinja",2019-07-18,,news/Technology,-,-,7,7,0,1,0
slv-61847,Tudi Indonezija začela zavračati odpadke z Zahoda,2019-09-07,,news/Technology,Indonesia,Asia,6,6,0,1,0
slv-62285,Starši se o spletni varnosti z otroci v povprečju pogovarjajo le 46 minut,2019-09-27,,news/Technology,-,-,7,7,0,1,0
slv-62349,"Ledena gmota, velika skoraj kot Škotska, se je odcepila od Antarktike",2019-10-01,,news/Technology,-,-,6,6,0,1,0
slv-62412,"Začenja se kurilna sezona, letos malenkost kasneje kot lani",2019-10-02,,news/Technology,Slovenia,Europe,6,6,0,1,0
slv-62439,Nov koncept slovenskih in švedskih raziskovalcev omogoča cenejše in okolju prijaznejše baterije,2019-10-04,,news/Technology,-,-,5,5,0,1,0
slv-62627,"AVP, Furs in policija zaradi številnih nepravilnosti v nadzore avtošol",2019-10-15,,news/Technology,Slovenia,Europe,6,6,0,1,0
slv-62752,Sodnica zavrnila zahtevo Assangovih odvetnikov za preložitev sojenja,2019-10-21,,news/Technology,United Kingdom,Europe,6,6,0,1,0
slv-63009,Bomo baterije električnih avtomobilov kmalu polnili bistveno hitreje?,2019-11-04,,news/Technology,United States,Noth America,7,7,0,1,0
slv-63377,"Življenje si je rešil tako, da je krokodilu porinil prst v oko",2019-11-19,,news/Technology,Australia,Oceania,6,6,0,1,0
slv-64150,ZDA so se zahvalile BiH za repatriacijo domnevnih borcev IS,2019-12-21,,news/Technology,Bosnia and Herzegovina,Europe,6,6,0,1,0
slv-64404,Spolno nevtralni osebni zaimek postal beseda desetletja | MLADINA.si,2020-01-04,,news/Technology,United States,Noth America,5,5,0,1,0
slv-64455,Na Prelogah prevrnjen traktor pod seboj pokopal voznika (dopolnjeno),2020-01-08,,news/Technology,Slovenia,Europe,6,6,0,1,0
slv-64498,"Vročinski val ogroža gorečo Avstralijo, kjer zaradi suše pobijajo žejne kamele",2020-01-09,,news/Technology,-,-,6,6,0,1,0
slv-64722,Nova tragedija: zagorelo v domu za duševno in telesno prizadete,2020-01-19,,news/Technology,Czech Republic,Europe,6,6,0,1,0
slv-65340,Telekom Slovenije in Iskratel napovedala sodelovanje na področju 5G,2020-02-14,,news/Technology,Slovenia,Europe,6,6,0,1,0
slv-65951,"Dobra novica za uporabnike Telekoma, brezplačno na voljo kup programov",2020-03-13,,news/Technology,-,-,14,14,0,1,0
slv-65993,V Mariboru kmalu 400 novih najemnih stanovanj,2020-03-12,,news/Technology,Slovenia,Europe,7,7,0,1,0
slv-66077,Tonin: Zapleti s pošiljkama zaščitnih mask,2020-03-18,,news/Technology,Belgium,Europe,10,10,0,1,0
slv-66433,Toliko različic v resnici kroži,2020-03-31,,news/Technology,China,Asia,5,5,0,1,0
slv-67559,"V ponedeljek začetek obnove, od 12. junija zahodna cev zaprta",2020-05-15,,news/Technology,Slovenia,Europe,10,10,0,1,0
slv-67920,"Ameriška astronavta pripravljena, polet znova pod vprašajem ",2020-05-27,,news/Technology,-,-,11,11,0,1,0
por-422890,"V nasilnem napadu umrlo devet članov mormonske družine, med njimi šest otrok",2019-11-05,,"news/Technology, news/Politics",Mexico,Noth America,27,6,0,1,0
eng-4684164,Uresničili so se strahovi mnogih: internetu v EU se obetajo spremembe,2019-03-26,0.12156862745098,"news/Technology, news/Politics",France,Europe,684,8,0,1,0
por-401746,"Indijci našli lunarni modul, komunikacija z njim pa še ni vzpostavljena",2019-09-04,,"news/Technology, news/Science",India,Asia,96,7,0,1,0
fra-576076,In oskarja dobi ... ,2020-02-09,,news/Arts and Entertainment,United States,Noth America,822,15,1,0,0
ita-172576,Na Poljskem in v Avstriji radostni ob razglasitvi nobelovih nagrajencev,2019-10-10,,news/Arts and Entertainment,-,-,89,16,1,0,0
slv-57408,Zaradi hvaljenja Napoleona veliki preroditelj v nemilosti pri avstrijski oblasti,2019-01-07,,news/Arts and Entertainment,Slovenia,Europe,13,13,1,0,0
slv-57773,Tenoristu Matjažu Stopinšku nagrada Sama Smerkolja,2019-01-29,,news/Arts and Entertainment,Austria,Europe,7,7,1,0,0
slv-57823,"Kobal ekskluzivno: Pridobil sem pravice, gledališču častim deset predstav #video #Argument",2019-01-30,,news/Arts and Entertainment,-,-,10,10,1,0,0
slv-57824,"Boris Kobal: ""Slovenski javnosti se želim opravičiti, ker sem ravnal narobe""",2019-01-30,,news/Arts and Entertainment,Slovenia,Europe,7,7,1,0,0
slv-57953,Vinko Möderndorfer: Stoletnica Cankarja se je iztekla v Potemkinovo vas,2019-02-07,,news/Arts and Entertainment,-,-,8,8,1,0,0
slv-58206,Ob obletnici shodi in zahteve po razjasnitvi umora novinarja Jana Kuciaka,2019-02-21,,news/Arts and Entertainment,Austria,Europe,10,10,1,0,0
slv-58802,Umrl je eksperimentalni glasbenik Scott Walker  | MLADINA.si,2019-03-25,,news/Arts and Entertainment,-,-,5,5,1,0,0
slv-58988,Na celjskem sejmišču prihodnji teden drugi mednarodni industrijski sejem,2019-04-02,,news/Arts and Entertainment,Slovenia,Europe,5,5,1,0,0
slv-59167,Ljubljanska Drama sezono o intimi zaokrožuje s Kleistovim Razbitim vrčem,2019-04-11,,news/Arts and Entertainment,Slovenia,Europe,9,9,1,0,0
slv-59277,Besedni dvoboj Žižka in Petersona napolnil torontski Sony center,2019-04-20,,news/Arts and Entertainment,Canada,Noth America,8,8,1,0,0
slv-59567,35. Druga godba v Ljubljani in Mariboru,2019-05-07,,news/Arts and Entertainment,Slovenia,Europe,5,5,1,0,0
slv-59991,"SNG Maribor v novi sezoni z ""več domačimi pisci, Homerji današnjega časa""",2019-05-30,,news/Arts and Entertainment,Slovenia,Europe,7,7,1,0,0
slv-60276,Tudi v Londonu najhitreje začel Savšek,2019-06-15,,news/Arts and Entertainment,United Kingdom,Europe,8,8,1,0,0
slv-60526,FOTO:Plečnikovi kelihi blestijo v Vatikanskem muzeju,2019-06-27,,news/Arts and Entertainment,Slovenia,Europe,10,10,1,0,0
slv-60767,Laško bo do nedelje znova v znamenju piva in cvetja,2019-07-11,,news/Arts and Entertainment,Slovenia,Europe,8,8,1,0,0
slv-61161,Po protestih zaradi umora ugrabljenega dekleta odstopil notranji minister,2019-07-30,,news/Arts and Entertainment,Romania,Europe,7,7,1,0,0
slv-61473,Srce Sarajeva že 25. bije v ritmu filma ,2019-08-16,,news/Arts and Entertainment,Bosnia and Herzegovina,Europe,7,7,1,0,0
slv-62009,"Popevka 2019 je Šesti čut. Eva Hren: ""Moja pesem je posvečena vsem ljudem v temi.""",2019-09-15,,news/Arts and Entertainment,-,-,12,12,1,0,0
slv-62016,Hrvaška predsednica znova tarča kritik in posmehovanj: zgodovina ji ne gre najbolje,2019-09-16,,news/Arts and Entertainment,Croatia,Europe,6,6,1,0,0
slv-62243,Ljubljanska Drama z odrsko postavitvijo Fassbinderja zmagala na Bitefu,2019-09-27,,news/Arts and Entertainment,Italy,Europe,5,5,1,0,0
slv-62463,Ženski odbor PEN-a za izjemne dosežke nagradil Nedo Rusjan Bric,2019-10-07,,news/Arts and Entertainment,Slovenia,Europe,7,7,1,0,0
slv-62512,"Odlično mesto ljubljansko: razstava, ki prek Brevirja razkriva danes neznano Ljubljano",2019-10-09,,news/Arts and Entertainment,Slovenia,Europe,5,5,1,0,0
slv-62638,Veselje ob frankfurtskem sejmu: ljudje spet kupujejo knjige,2019-10-14,,news/Arts and Entertainment,Germany,Europe,9,9,1,0,0
slv-62697,"Spomin na Simona Jenka, iskrenega izpovedovalca ambivalentnih čustev",2019-10-16,,news/Arts and Entertainment,Slovenia,Europe,9,9,1,0,0
slv-62828,Jenkova nagrajenka je Kaja Teržan,2019-10-24,,news/Arts and Entertainment,Slovenia,Europe,10,10,1,0,0
slv-63184,"Frankfurt po Frankfurtu: Knjižni naslovi, ki so najbolj zaznamovali preteklo leto",2019-11-11,,news/Arts and Entertainment,Germany,Europe,8,8,1,0,0
slv-63565,Schwentnerjeva nagrada Marku Kravosu,2019-11-26,,news/Arts and Entertainment,Slovenia,Europe,6,6,1,0,0
slv-63714,Boste na Prešernov rojstni dan kulturno dejavni?,2019-12-03,,news/Arts and Entertainment,Slovenia,Europe,6,6,1,0,0
slv-63853,"Zbogom René Auberjonois, Odo iz Zvezdnih stez",2019-12-09,,news/Arts and Entertainment,-,-,5,5,1,0,0
slv-64140,Po sto letih bodo prve slovenske jaslice ponovno oživele,2019-12-20,,news/Arts and Entertainment,Slovenia,Europe,12,12,1,0,0
slv-64741,Majorka in Ibiza z novimi pravili nad prekomerno pijančevanje turistov,2020-01-17,,news/Arts and Entertainment,Spain,Europe,5,5,1,0,0
slv-64811,Brad Pitt in Jennifer Aniston: stara ljubezen zlepa ne zarjavi,2020-01-20,,news/Arts and Entertainment,United States,Noth America,7,7,1,0,0
